b,chi,seed,NOR,COR(1.05),COR(1.10),COR(1.15),COR(1.20),COR(1.25),COR(1.30),COR(1.35),COR(1.40),COR(1.45),COR(1.50),COR(1.55),COR(1.60),COR(1.65),COR(1.70),COR(1.75),COR(1.80),COR(1.85),COR(1.90),COR(1.95)
18,10,21,240,218,198,179,162,146,132,118,105,92,81,69,58,45,37,42,53,71,106,206,
18,10,22,400,400,400,380,335,297,400,400,370,326,285,246,210,175,142,108,84,76,110,205,
18,10,23,400,381,354,328,303,278,255,233,212,194,178,164,149,131,106,84,70,76,121,212,
18,10,24,400,400,400,400,400,400,400,400,400,400,400,387,333,280,229,184,174,138,114,209,
18,10,25,400,400,400,400,400,400,376,338,304,274,248,241,119,85,61,59,63,73,107,208,
18,10,26,400,400,400,400,400,400,394,355,318,283,250,219,190,162,135,57,57,74,108,208,
18,10,27,400,400,400,400,400,400,368,307,252,192,110,160,156,142,122,93,71,83,107,208,
18,10,28,400,400,369,337,308,282,257,235,214,195,176,159,141,123,106,220,180,73,106,206,
18,10,29,400,400,400,400,400,389,351,315,282,251,221,193,164,136,105,62,59,89,110,208,
18,11,0,400,400,400,394,357,323,291,261,232,206,181,157,134,112,89,62,56,74,110,212,
18,11,1,400,400,400,400,400,400,400,400,400,400,400,308,296,246,206,171,133,124,141,214,
18,11,2,400,400,400,400,396,295,267,249,393,356,131,109,93,78,62,53,62,79,110,222,
18,11,3,400,400,400,400,400,400,400,400,400,398,356,316,280,249,66,51,60,77,109,208,
18,11,4,400,400,400,400,400,400,391,200,221,161,137,120,105,90,77,63,100,103,122,210,
18,11,5,400,400,400,400,400,400,400,327,238,193,305,276,236,119,140,116,85,72,122,208,
18,11,6,306,279,254,231,209,189,170,153,137,122,108,96,85,75,65,52,54,72,109,210,
18,11,7,400,400,399,364,331,300,272,245,220,197,175,154,133,113,93,71,59,82,107,213,
18,11,8,400,400,400,400,386,350,318,289,265,244,231,318,243,194,157,99,105,78,110,220,
18,11,9,400,400,400,400,400,400,400,400,400,400,400,263,273,267,225,186,185,102,108,211,
18,11,10,400,400,400,400,400,400,400,391,350,313,279,248,222,131,123,105,68,77,114,221,
18,11,11,400,400,400,400,400,400,400,400,400,361,320,281,244,207,171,136,102,78,121,211,
18,11,12,400,400,400,400,400,381,340,303,269,238,209,182,155,130,106,81,63,77,108,248,
18,11,13,400,400,400,400,400,400,400,400,331,294,226,293,251,211,173,137,84,88,138,213,
18,11,14,400,400,400,382,344,309,277,247,219,193,168,146,125,104,84,65,66,82,110,213,
18,11,15,400,400,400,400,400,400,400,400,400,400,400,400,400,400,394,328,138,79,108,210,
18,11,16,400,400,400,400,400,400,400,396,355,316,280,246,214,183,153,123,88,74,109,210,
18,11,17,400,400,375,328,287,251,220,193,168,145,126,115,243,400,95,73,63,82,111,208,
18,11,18,400,400,400,400,400,367,336,306,277,249,222,197,174,153,137,315,226,113,130,211,
18,11,19,400,400,400,400,333,285,264,252,238,222,204,185,166,145,122,97,62,73,111,211,
18,11,20,311,280,252,226,206,193,187,252,400,400,374,329,291,78,101,72,68,95,121,219,
18,11,21,400,400,400,400,400,372,338,307,278,253,229,206,183,158,129,93,60,73,108,211,
18,11,22,400,400,400,400,400,400,400,400,400,400,384,339,298,258,220,182,87,84,107,210,
18,11,23,400,400,384,347,314,282,253,226,200,175,152,130,110,91,71,59,66,79,111,214,
18,11,24,400,400,400,400,400,321,276,247,221,196,173,151,130,109,88,74,72,81,108,211,
18,11,25,400,400,285,216,173,143,135,126,118,109,98,103,143,117,84,67,121,79,129,238,
18,11,26,400,400,400,400,391,357,326,296,268,241,216,191,167,143,120,96,67,72,112,210,
18,11,27,400,400,367,334,303,275,248,224,201,179,159,139,120,102,83,67,66,78,113,217,
18,11,28,400,400,400,400,400,379,339,302,268,236,206,179,154,131,112,94,68,73,107,216,
18,11,29,272,250,230,210,192,175,159,143,129,115,101,88,75,62,46,49,57,74,109,214,
18,12,0,400,400,400,400,400,400,400,400,400,400,400,176,131,100,86,67,56,75,109,215,
18,12,1,400,400,400,400,400,400,400,400,400,400,400,400,390,345,315,273,291,177,123,212,
18,12,2,400,400,400,400,400,400,349,303,268,237,208,181,156,132,103,106,89,78,108,212,
18,12,3,400,400,400,400,400,400,400,385,346,310,275,241,208,176,142,122,111,94,115,221,
18,12,4,400,400,394,357,323,292,262,235,210,185,162,140,119,98,77,53,55,80,109,212,
18,12,5,390,355,324,294,267,241,217,195,173,153,135,117,99,82,63,48,57,75,110,212,
18,12,6,400,400,400,400,400,400,400,400,400,362,318,276,235,194,147,57,72,74,111,216,
18,12,7,400,400,400,400,400,400,400,400,400,400,394,335,278,226,177,118,79,89,108,213,
18,12,8,400,400,400,400,379,345,313,283,254,227,202,178,155,132,110,87,60,77,118,232,
18,12,9,390,341,283,253,299,400,400,400,400,400,400,354,311,270,235,194,149,106,114,216,
18,12,10,400,400,400,400,400,366,332,300,270,242,215,190,165,141,118,93,62,74,113,209,
18,12,11,400,400,400,400,400,400,400,390,350,312,278,246,218,206,107,81,64,77,110,211,
18,12,12,400,400,400,400,400,400,400,400,400,400,305,239,201,172,143,107,72,80,112,219,
18,12,13,400,400,400,400,400,400,400,400,400,370,333,296,259,221,183,144,96,99,126,274,
18,12,14,400,400,400,400,400,400,400,400,400,400,400,375,324,275,229,183,136,93,123,213,
18,12,15,400,400,400,400,400,400,400,400,400,363,169,141,120,123,121,115,67,78,115,214,
18,12,16,400,400,400,400,400,400,400,400,400,400,400,380,343,305,279,149,86,80,109,212,
18,12,17,400,400,400,400,400,400,400,400,400,400,400,179,152,132,143,101,81,84,110,211,
18,12,18,400,400,400,400,400,400,400,400,400,396,350,306,265,226,190,154,91,74,122,225,
18,12,19,400,388,355,324,295,268,243,219,196,175,154,135,116,98,80,59,60,76,111,215,
18,12,20,400,400,400,400,400,385,348,316,287,260,235,211,189,167,147,143,84,79,117,214,
18,12,21,400,400,400,400,400,400,400,373,332,293,255,219,183,147,109,61,62,73,110,212,
18,12,22,400,400,400,400,400,400,362,321,284,250,221,196,173,155,167,101,84,80,111,210,
18,12,23,400,400,400,400,400,390,359,333,308,283,259,236,216,223,111,66,62,76,110,213,
18,12,24,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,373,92,189,154,217,
18,12,25,382,349,318,291,266,245,228,227,396,337,318,287,257,229,196,161,137,123,127,222,
18,12,26,400,400,400,400,400,400,400,400,400,400,400,400,400,400,358,273,238,176,151,217,
18,12,27,400,400,400,400,400,269,262,289,251,206,191,341,400,167,142,115,90,93,109,212,
18,12,28,400,400,400,400,400,400,400,400,400,400,400,360,311,265,222,110,69,75,110,220,
18,12,29,400,400,395,359,326,296,268,243,220,198,178,159,140,120,98,74,65,79,113,237,
18,13,0,400,400,400,400,400,400,400,390,352,318,285,254,223,192,161,131,100,78,110,216,
18,13,1,400,400,400,400,400,400,400,389,347,309,274,241,211,187,214,316,156,102,134,218,
18,13,2,400,400,400,400,400,400,400,400,400,400,357,308,235,225,218,140,129,95,141,219,
18,13,3,400,400,400,397,363,331,302,276,252,231,213,210,400,400,400,400,330,234,146,230,
18,13,4,400,400,400,400,400,400,400,400,400,400,400,351,302,256,212,170,130,80,109,220,
18,13,5,400,400,400,400,387,343,303,268,239,214,193,174,155,135,114,93,67,77,116,219,
18,13,6,400,400,400,400,400,400,400,400,400,400,400,400,400,329,271,316,70,82,112,216,
18,13,7,400,400,400,400,400,400,400,393,364,338,312,284,255,223,188,150,107,79,113,219,
18,13,8,296,274,253,234,216,198,182,165,149,134,119,104,90,75,60,52,59,74,109,218,
18,13,9,400,400,400,400,400,400,400,400,400,400,400,400,400,400,387,311,233,152,117,217,
18,13,10,400,400,400,358,318,282,251,222,196,172,149,129,110,91,74,56,55,75,118,215,
18,13,11,375,342,312,283,257,233,210,188,169,150,133,116,101,86,72,53,58,76,113,217,
18,13,12,400,400,400,400,400,400,400,400,390,323,270,226,189,157,133,112,91,158,129,223,
18,13,13,400,400,400,400,400,400,400,400,400,400,400,400,371,321,276,179,131,82,117,215,
18,13,14,400,400,400,400,400,400,400,400,400,400,400,389,336,286,241,208,81,88,113,215,
18,13,15,400,400,400,400,400,400,400,400,400,393,390,271,145,111,84,65,63,88,149,218,
18,13,16,400,400,400,368,335,304,276,249,224,200,178,156,136,116,96,75,68,79,113,222,
18,13,17,400,400,400,400,400,400,400,400,400,400,400,384,335,288,243,198,152,93,115,216,
18,13,18,400,400,400,391,355,323,294,269,260,163,139,119,102,88,74,64,78,93,137,213,
18,13,19,400,400,400,400,400,400,400,400,400,370,326,285,247,212,179,153,80,104,117,214,
18,13,20,400,400,400,400,400,400,400,400,400,400,400,400,392,327,254,136,97,86,116,215,
18,13,21,400,400,400,400,400,400,400,400,400,400,388,176,115,96,85,67,61,76,112,216,
18,13,22,400,400,400,400,400,400,400,400,400,400,400,400,400,400,333,269,208,137,128,234,
18,13,23,400,400,400,400,400,400,400,400,371,321,278,242,210,182,153,125,96,84,113,218,
18,13,24,400,400,400,400,400,400,400,391,351,313,278,245,213,182,151,119,82,80,109,215,
18,13,25,400,400,400,400,400,400,400,400,400,400,400,400,400,400,259,195,145,117,131,247,
18,13,26,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,94,77,109,212,
18,13,27,400,400,400,400,400,400,400,400,400,400,400,400,400,144,107,79,64,78,130,217,
18,13,28,400,400,400,400,400,400,400,394,326,254,161,184,183,161,131,104,61,76,111,215,
18,13,29,400,400,400,400,400,400,400,400,368,327,288,251,216,182,149,115,82,78,110,215,
18,14,0,400,400,400,400,400,400,400,400,400,400,400,400,362,307,255,229,231,134,143,213,
18,14,1,400,400,400,400,400,400,400,400,383,342,307,278,256,133,105,80,67,83,118,215,
18,14,2,400,400,400,400,400,400,400,400,382,341,302,264,229,194,161,129,93,102,154,231,
18,14,3,400,400,400,400,400,400,400,400,376,334,295,257,221,186,152,117,76,76,113,219,
18,14,4,400,400,400,400,400,400,400,387,344,303,265,229,195,163,133,103,72,74,110,217,
18,14,5,400,400,400,400,400,400,400,400,360,320,282,248,217,190,165,138,106,79,115,218,
18,14,6,400,400,400,400,400,400,400,400,400,400,400,400,400,359,146,104,64,78,123,217,
18,14,7,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,327,221,
18,14,8,400,400,400,383,346,312,280,250,221,195,169,142,113,149,161,95,83,86,116,216,
18,14,9,400,400,400,400,400,400,400,400,400,400,400,391,350,321,321,309,242,179,157,224,
18,14,10,400,400,400,400,400,400,400,400,400,400,358,317,284,280,149,111,84,89,116,220,
18,14,11,400,400,400,400,400,400,400,400,400,400,251,180,139,118,112,118,65,82,149,287,
18,14,12,400,400,400,400,400,400,400,400,400,400,377,332,292,292,235,208,166,111,133,234,
18,14,13,400,400,400,400,400,400,400,400,400,400,400,341,283,224,115,155,130,86,120,219,
18,14,14,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,98,81,114,217,
18,14,15,400,400,400,400,383,348,315,284,255,228,202,178,154,132,109,85,68,80,113,219,
18,14,16,400,400,395,360,327,297,269,243,220,198,177,158,139,121,103,81,62,74,110,218,
18,14,17,400,400,400,400,400,400,400,400,400,400,371,315,265,219,178,139,103,79,116,219,
18,14,18,400,400,400,400,400,400,400,400,400,400,367,329,293,260,228,195,158,102,112,220,
18,14,19,400,400,400,400,400,400,400,400,394,348,306,265,227,189,151,108,84,79,112,219,
18,14,20,400,373,339,308,279,252,227,204,182,162,143,124,107,90,72,57,63,89,114,219,
18,14,21,400,400,400,400,400,400,400,400,400,400,361,317,275,235,194,76,63,78,114,221,
18,14,22,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,171,219,
18,14,23,400,400,400,374,346,324,311,361,281,230,194,290,213,168,130,93,59,77,112,223,
18,14,24,400,400,400,400,400,400,400,400,400,400,400,400,400,400,397,315,261,220,188,222,
18,14,25,400,400,400,400,400,400,400,400,400,400,400,400,400,400,197,81,70,90,166,218,
18,14,26,400,400,400,400,400,400,400,400,400,400,400,400,400,400,329,181,132,91,122,216,
18,14,27,400,400,400,400,400,400,400,400,400,400,400,379,324,272,222,172,117,78,113,216,
18,14,28,400,400,400,400,400,400,400,400,400,400,390,341,294,250,207,165,122,78,112,217,
18,14,29,400,400,400,400,400,400,400,400,400,400,397,356,400,400,400,400,340,248,129,222,
18,15,0,400,400,400,400,400,400,400,400,400,400,388,379,400,400,400,361,274,182,144,219,
18,15,1,400,400,400,400,400,400,400,400,376,332,291,253,216,180,146,111,80,79,113,242,
18,15,2,400,400,400,400,400,400,400,400,400,400,400,400,400,400,379,311,242,166,129,218,
18,15,3,400,400,400,400,400,400,400,400,400,400,400,353,306,261,216,172,125,88,116,221,
18,15,4,400,400,400,400,400,400,400,400,382,343,306,271,237,204,171,137,99,75,112,218,
18,15,5,400,400,400,400,379,366,400,398,349,308,272,240,210,183,158,83,73,82,115,224,
18,15,6,400,400,400,400,400,400,400,400,400,400,400,400,400,400,386,323,240,129,124,219,
18,15,7,400,400,400,400,400,400,400,400,400,400,400,400,400,383,321,260,200,136,111,217,
18,15,8,400,400,400,400,400,400,400,400,382,345,310,276,243,211,178,143,104,79,113,220,
18,15,9,400,400,400,400,400,400,400,400,400,400,400,400,400,400,390,317,247,178,115,220,
18,15,10,400,400,400,400,400,374,337,303,270,240,211,184,159,134,110,85,64,80,114,219,
18,15,11,400,400,400,400,400,400,400,400,400,400,398,353,310,267,224,181,140,112,128,240,
18,15,12,400,400,400,400,400,400,400,400,400,400,400,400,391,328,265,199,101,89,113,216,
18,15,13,400,400,400,400,400,400,400,400,400,400,400,348,296,247,199,152,100,85,110,215,
18,15,14,400,400,400,400,400,400,400,400,388,345,305,266,227,187,137,98,71,80,114,218,
18,15,15,400,400,400,400,400,400,400,400,367,324,284,245,209,174,139,104,82,85,124,224,
18,15,16,400,400,400,400,400,398,359,323,289,257,227,199,172,146,120,95,67,77,115,225,
18,15,17,400,400,400,400,400,400,380,341,304,270,237,206,176,147,119,90,60,76,113,220,
18,15,18,400,400,400,400,379,343,310,279,249,222,196,171,147,124,101,76,60,80,115,218,
18,15,19,400,400,400,400,400,400,400,400,400,400,400,400,400,219,175,125,96,90,117,220,
18,15,20,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,245,161,223,
18,15,21,400,400,392,356,324,293,265,238,214,190,167,145,124,101,79,70,59,78,116,223,
18,15,22,400,400,400,400,400,400,400,400,400,400,356,313,272,232,192,150,101,218,178,220,
18,15,23,400,400,400,400,400,400,381,346,312,279,248,217,188,160,132,105,77,77,114,220,
18,15,24,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,322,247,175,114,218,
18,15,25,400,400,400,400,400,400,400,400,363,322,284,248,213,180,148,116,80,76,111,218,
18,15,26,400,400,400,400,400,400,400,400,400,400,398,347,299,253,208,166,123,86,117,222,
18,15,27,400,400,400,400,400,400,400,391,351,313,277,243,211,180,149,118,78,83,115,221,
18,15,28,400,400,400,400,400,400,400,400,400,375,400,400,400,400,400,294,229,97,121,224,
18,15,29,400,400,400,400,400,400,400,368,328,290,255,223,192,163,135,106,67,81,117,222,
18,16,0,400,400,400,400,399,361,325,292,261,231,204,177,152,128,103,78,58,74,109,213,
18,16,1,400,400,400,400,400,400,400,400,387,344,303,265,228,193,159,126,90,79,108,208,
18,16,2,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,223,111,215,
18,16,3,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,112,83,122,216,
18,16,4,400,400,400,400,400,400,400,400,389,343,300,259,221,186,151,118,80,76,109,212,
18,16,5,400,400,400,400,400,400,400,400,400,374,329,286,246,209,173,139,99,75,110,217,
18,16,6,400,400,400,400,400,400,400,400,400,400,400,382,331,284,239,196,153,109,122,217,
18,16,7,400,400,400,400,400,400,400,400,400,400,400,400,400,400,352,284,218,155,106,206,
18,16,8,400,400,400,400,400,400,400,400,366,326,288,252,217,184,152,121,89,73,109,211,
18,16,9,400,400,400,400,400,400,400,400,400,400,400,400,400,308,247,202,152,124,142,227,
18,16,10,400,400,400,400,400,400,400,400,400,400,400,400,391,341,291,240,187,128,109,213,
18,16,11,400,400,400,400,400,400,400,400,400,400,400,400,400,363,303,247,207,145,121,221,
18,16,12,400,400,400,400,400,400,400,400,400,400,400,400,400,359,298,239,181,113,115,218,
18,16,13,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,364,281,196,144,219,
18,16,14,400,400,400,400,400,400,400,400,400,400,400,400,400,400,333,266,199,146,142,227,
18,16,15,400,400,400,400,400,400,400,400,400,400,400,400,400,389,342,297,249,190,149,248,
18,16,16,400,400,400,400,400,400,395,353,314,276,241,208,176,146,116,86,55,73,109,212,
18,16,17,400,400,400,400,400,400,400,400,400,400,352,307,266,227,189,152,113,84,110,210,
18,16,18,400,400,400,400,400,400,400,400,400,400,400,400,356,292,236,185,139,88,107,213,
18,16,19,400,400,400,400,400,400,400,400,400,400,383,334,288,245,205,167,141,98,117,217,
18,16,20,400,400,400,400,400,400,400,400,400,400,400,400,383,328,275,222,169,137,132,213,
18,16,21,400,400,400,400,400,400,400,400,400,400,388,329,274,223,179,140,105,86,115,219,
18,16,22,400,400,400,400,400,400,400,400,390,347,307,269,232,198,164,130,94,75,109,217,
18,16,23,400,400,400,400,400,400,400,400,399,354,312,271,233,196,161,125,88,75,111,218,
18,16,24,400,400,400,400,400,400,400,377,335,294,255,217,181,151,133,152,109,80,111,210,
18,16,25,400,400,400,400,400,400,400,400,400,400,400,360,312,266,222,181,142,103,106,210,
18,16,26,400,400,400,400,400,376,337,301,270,243,219,196,174,152,128,103,75,71,108,211,
18,16,27,400,400,400,400,400,400,400,400,400,400,400,400,400,359,292,222,147,133,111,213,
18,16,28,400,400,400,400,400,400,400,400,400,400,400,363,313,265,219,175,131,76,110,215,
18,16,29,400,400,400,400,400,400,400,400,400,400,400,400,400,366,303,242,182,106,109,213,
18,17,0,400,400,400,400,400,381,343,309,276,245,216,188,162,136,111,85,54,66,99,190,
18,17,1,400,400,400,400,400,363,328,296,266,238,211,185,161,137,114,90,56,67,101,198,
18,17,2,295,268,244,222,201,181,163,146,130,115,101,87,73,59,43,37,47,62,91,176,
18,17,3,400,400,400,400,400,400,400,400,400,400,400,400,400,400,364,293,224,156,105,199,
18,17,4,400,400,400,400,400,400,400,400,400,400,400,371,327,284,243,203,164,122,98,185,
18,17,5,400,400,400,400,400,400,400,400,380,338,299,262,227,193,160,128,95,67,103,202,
18,17,6,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,297,182,199,
18,17,7,400,400,400,400,400,400,400,400,400,384,340,298,257,219,182,146,111,75,88,163,
18,17,8,400,400,400,400,400,400,400,400,367,328,291,256,223,190,158,126,90,66,101,192,
18,17,9,400,400,400,400,365,331,298,268,240,213,188,164,142,120,99,78,51,65,102,197,
18,17,10,400,400,400,400,400,366,333,303,274,247,221,196,172,149,125,100,71,68,100,191,
18,17,11,400,400,400,400,387,350,316,284,254,225,198,173,148,124,101,77,53,70,104,201,
18,17,12,400,400,400,400,400,400,400,371,332,295,260,227,195,165,135,105,72,67,99,195,
18,17,13,400,400,400,400,400,400,400,400,400,400,384,335,289,244,199,153,97,83,92,174,
18,17,14,400,400,400,400,399,361,326,293,262,233,206,179,154,130,106,82,53,58,85,164,
18,17,15,400,400,400,400,398,360,324,291,260,230,202,176,150,126,101,75,52,68,101,195,
18,17,16,400,400,400,400,400,400,373,333,296,261,229,198,169,141,115,88,54,64,93,184,
18,17,17,400,400,400,400,400,400,400,400,397,353,313,274,237,202,168,134,99,69,97,189,
18,17,18,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,239,125,190,
18,17,19,400,400,400,400,400,400,400,400,400,400,380,331,285,241,199,156,114,72,98,197,
18,17,20,400,400,400,400,400,400,400,374,335,298,263,230,198,168,138,109,77,65,96,184,
18,17,21,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,353,276,178,212,
18,17,22,400,400,400,400,400,400,372,336,302,270,240,211,184,157,131,104,78,81,109,206,
18,17,23,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,350,230,
18,17,24,400,400,400,400,400,400,400,400,400,400,362,317,275,234,195,156,118,69,97,190,
18,17,25,400,400,400,400,400,400,400,400,400,400,400,400,400,349,286,227,168,107,96,189,
18,17,26,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,322,237,136,198,
18,17,27,400,400,400,400,400,400,400,400,400,400,400,400,400,400,348,284,223,162,97,186,
18,17,28,400,400,400,400,400,400,400,400,400,400,368,325,283,243,204,166,126,79,101,196,
18,17,29,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,336,262,188,111,196,
