b,chi,seed,NOR,COR(1.05),COR(1.1),COR(1.15),COR(1.2),COR(1.25),COR(1.3),COR(1.35),COR(1.4),COR(1.45),COR(1.5),COR(1.55),COR(1.6),COR(1.65),COR(1.7),COR(1.75),COR(1.8),COR(1.85),COR(1.9),COR(1.95)
10, 7, 25, 282, 255, 231, 209, 188, 168, 150, 132, 116, 101, 86, 73, 61, 47, 40, 46, 59, 74, 112, 210, 
10, 7, 26, 400, 400, 400, 400, 389, 353, 320, 289, 259, 232, 206, 180, 156, 133, 111, 60, 60, 74, 108, 211, 
10, 7, 27, 400, 400, 400, 400, 400, 400, 400, 400, 380, 338, 297, 259, 222, 186, 151, 108, 60, 75, 108, 209, 
10, 7, 28, 374, 339, 308, 279, 252, 227, 205, 184, 164, 146, 130, 116, 106, 60, 47, 51, 60, 71, 105, 201, 
10, 7, 29, 263, 238, 216, 195, 175, 157, 141, 125, 111, 98, 85, 74, 63, 51, 46, 52, 63, 76, 111, 213, 
10, 8, 10, 400, 400, 400, 380, 345, 312, 282, 254, 228, 203, 180, 158, 137, 116, 94, 70, 58, 78, 111, 218, 
10, 8, 11, 400, 400, 380, 349, 320, 292, 266, 242, 218, 195, 174, 153, 133, 112, 92, 69, 52, 70, 108, 209, 
10, 8, 12, 365, 331, 300, 270, 243, 218, 194, 172, 151, 133, 116, 101, 87, 74, 61, 51, 66, 99, 109, 209, 
10, 8, 13, 400, 400, 400, 374, 338, 304, 273, 244, 217, 191, 166, 143, 120, 98, 75, 51, 64, 81, 126, 209, 
10, 8, 14, 191, 168, 148, 129, 112, 100, 90, 83, 76, 69, 63, 57, 51, 43, 50, 60, 91, 82, 111, 212, 
10, 8, 15, 179, 163, 148, 134, 121, 109, 98, 87, 77, 67, 58, 49, 39, 32, 35, 42, 52, 70, 106, 205, 
10, 8, 16, 219, 199, 181, 164, 148, 133, 120, 107, 95, 83, 72, 61, 49, 35, 38, 46, 56, 72, 110, 214, 
10, 8, 17, 211, 193, 176, 160, 146, 133, 120, 108, 97, 87, 77, 66, 56, 44, 37, 44, 54, 74, 111, 210, 
10, 8, 18, 400, 400, 400, 400, 400, 390, 351, 316, 282, 251, 222, 194, 167, 141, 116, 88, 81, 87, 119, 201, 
10, 8, 19, 166, 151, 138, 125, 114, 103, 93, 84, 75, 66, 58, 49, 40, 39, 43, 47, 57, 74, 107, 210, 
10, 8, 20, 373, 338, 306, 276, 248, 222, 196, 172, 147, 120, 56, 96, 92, 83, 71, 57, 55, 74, 105, 207, 
10, 8, 21, 181, 174, 165, 155, 144, 133, 122, 110, 99, 87, 74, 56, 52, 47, 39, 44, 56, 74, 110, 212, 
10, 8, 22, 183, 166, 151, 137, 124, 111, 100, 89, 79, 69, 60, 50, 40, 32, 35, 43, 54, 72, 107, 207, 
10, 8, 23, 253, 229, 208, 188, 169, 152, 136, 122, 108, 94, 82, 70, 58, 45, 35, 41, 52, 69, 104, 206, 
10, 8, 24, 138, 136, 132, 127, 120, 112, 105, 97, 88, 80, 72, 63, 54, 43, 37, 43, 54, 72, 106, 203, 
10, 8, 25, 259, 234, 211, 191, 172, 154, 138, 124, 111, 100, 90, 80, 71, 61, 47, 45, 56, 73, 109, 213, 
10, 8, 26, 275, 250, 227, 206, 186, 168, 151, 135, 119, 105, 90, 76, 62, 45, 36, 43, 54, 73, 109, 212, 
10, 8, 27, 286, 259, 234, 212, 191, 172, 155, 138, 123, 108, 94, 81, 67, 53, 42, 46, 56, 72, 108, 209, 
10, 8, 28, 247, 225, 205, 186, 168, 152, 137, 123, 110, 97, 85, 73, 61, 47, 39, 48, 57, 73, 107, 210, 
10, 8, 29, 264, 239, 217, 196, 177, 160, 143, 128, 113, 99, 86, 73, 60, 45, 36, 44, 55, 73, 107, 208, 
10, 9, 10, 273, 248, 225, 204, 184, 166, 149, 134, 119, 105, 92, 80, 68, 56, 41, 50, 58, 70, 99, 178, 
10, 9, 11, 268, 243, 221, 200, 181, 163, 146, 131, 116, 103, 89, 77, 64, 51, 34, 39, 46, 62, 90, 180, 
10, 9, 12, 340, 309, 281, 255, 232, 209, 189, 169, 151, 134, 118, 102, 87, 72, 57, 43, 50, 67, 102, 194, 
10, 9, 13, 299, 273, 249, 227, 206, 187, 169, 153, 137, 122, 108, 94, 81, 68, 55, 37, 46, 62, 92, 175, 
10, 9, 14, 288, 261, 237, 215, 195, 176, 159, 142, 127, 112, 98, 85, 72, 58, 41, 43, 49, 67, 97, 189, 
10, 9, 15, 202, 185, 169, 154, 140, 127, 115, 104, 93, 83, 73, 63, 53, 42, 34, 39, 49, 65, 96, 187, 
10, 9, 16, 400, 384, 351, 320, 292, 266, 241, 218, 196, 176, 157, 138, 120, 103, 85, 67, 47, 63, 92, 182, 
10, 9, 17, 400, 400, 398, 362, 328, 297, 268, 241, 214, 189, 165, 143, 121, 101, 81, 59, 54, 67, 100, 195, 
10, 9, 18, 315, 287, 261, 237, 215, 195, 176, 158, 142, 126, 111, 96, 83, 69, 54, 35, 46, 60, 86, 171, 
10, 9, 19, 367, 327, 291, 259, 231, 204, 181, 158, 138, 119, 101, 83, 65, 43, 41, 40, 50, 66, 98, 191, 
10, 9, 20, 91, 83, 75, 68, 61, 54, 48, 43, 37, 31, 25, 22, 25, 29, 34, 41, 51, 67, 101, 197, 
10, 9, 21, 398, 400, 345, 294, 256, 223, 195, 170, 148, 128, 109, 93, 77, 62, 42, 46, 53, 69, 103, 200, 
10, 9, 22, 400, 400, 400, 400, 385, 349, 316, 285, 255, 228, 202, 177, 153, 130, 107, 84, 54, 60, 91, 171, 
10, 9, 23, 104, 95, 86, 78, 71, 64, 57, 51, 45, 39, 33, 25, 23, 26, 29, 38, 47, 62, 92, 176, 
10, 9, 24, 400, 400, 400, 400, 400, 371, 333, 296, 262, 229, 197, 165, 131, 79, 91, 85, 65, 62, 92, 191, 
10, 9, 25, 262, 239, 217, 197, 178, 161, 145, 130, 116, 103, 90, 78, 66, 53, 39, 37, 48, 63, 98, 187, 
10, 9, 26, 400, 400, 400, 384, 349, 316, 285, 256, 229, 204, 180, 157, 135, 114, 93, 70, 51, 67, 99, 197, 
10, 9, 27, 269, 244, 221, 200, 181, 163, 146, 131, 116, 102, 89, 76, 64, 51, 35, 38, 47, 64, 94, 181, 
10, 9, 28, 269, 246, 225, 205, 187, 170, 153, 138, 124, 110, 96, 83, 70, 57, 42, 40, 51, 67, 99, 193, 
10, 9, 29, 219, 199, 180, 164, 148, 134, 120, 107, 95, 84, 73, 62, 51, 39, 34, 42, 53, 67, 102, 195, 
